song,_RMSenergy_Mean,_Tempo_Mean,_Eventdensity_Mean,_Mode_Mean,_Pitch_Mean,_Pulseclarity_Mean,_Tempo_Mean,Mood
162.mp3,0.1664,179.315516,1.822627,-0.254631,195.74508,0.449114,179.315516,angry
163.mp3,0.25641,176.299756,1.578128,0.154547,137.909368,0.160049,176.299756,sad
164.mp3,0.15483,151.779618,0.266726,0.037688,742.073416,0.29286,151.779618,sad
166.mp3,0.439835,159.934632,3.511892,-0.100533,776.639349,0.310821,159.934632,sad
167.mp3,0.162731,103.574197,1.067378,-0.240574,146.318002,0.25842,103.574197,sad
168.mp3,0.159015,61.984188,1.712253,-0.16575,129.969929,0.210419,61.984188,sad
169.mp3,0.213114,77.330742,1.33363,0.071522,514.444536,0.196789,77.330742,sad
170.mp3,0.086656,160.619149,0.600133,-0.056412,479.298632,0.23643,160.619149,sad
171.mp3,0.091994,111.167996,0.400089,0.238404,97.659553,0.126494,111.167996,sad
172.mp3,0.313311,72.091362,2.268179,-0.181846,116.00449,0.34674,72.091362,angry
173.mp3,0.186038,151.471566,0.822405,-0.075168,414.703094,0.479503,151.471566,sad
174.mp3,0.229389,71.702421,2.556124,-0.190361,82.263663,0.536235,71.702421,sad
175.mp3,0.170012,103.229177,0.755723,-0.095332,87.42748,0.35047,103.229177,angry
176.mp3,0.295183,119.812009,1.533674,0.172494,442.685578,0.156175,119.812009,sad
177.mp3,0.250163,100.796774,2.511669,-0.009977,98.32735,0.380619,100.796774,happy
178.mp3,0.099813,170.204097,0.977995,0.096762,147.013902,0.081681,170.204097,sad
179.mp3,0.246647,97.145573,4.245388,0.069334,319.296442,0.571931,97.145573,happy
180.mp3,0.30566,107.811641,3.446742,0.021359,109.60075,0.451622,107.811641,happy
253.mp3,0.868363,113.523337,3.111803,-0.156656,869.944657,0.497996,113.523337,peace
254.mp3,0.313978,142.403218,4.469646,0.099509,196.882625,0.357354,142.403218,happy
257.mp3,0.653327,128.968343,4.667704,0.049945,920.931607,0.411695,128.968343,happy
258.mp3,0.2545,165.186673,2.356079,0.010478,271.047428,0.300131,165.186673,sad
260.mp3,0.154871,146.191591,2.467215,0.079778,408.428808,0.38157,146.191591,peace
262.mp3,0.182825,88.150967,1.311403,0.176075,252.679809,0.209366,88.150967,happy
264.mp3,0.094396,184.93057,1.600356,0.150972,803.305938,0.1803,184.93057,happy
265.mp3,0.091513,96.227754,2.800622,0.005436,731.150084,0.479754,96.227754,angry
266.mp3,0.460467,73.676274,3.267393,0.02989,146.451597,0.259523,73.676274,angry
269.mp3,0.374745,164.603835,2.911758,-0.012853,98.010713,0.297376,164.603835,angry
270.mp3,0.396692,134.793267,4.312069,0.265616,173.361528,0.301788,134.793267,happy
272.mp3,0.460751,109.805055,3.073816,0.114583,868.728609,0.367559,109.805055,happy
273.mp3,0.192871,120.337346,4.156479,0.041005,443.384638,0.307916,120.337346,happy
274.mp3,0.384623,153.278513,4.267615,-0.029394,968.63362,0.180532,153.278513,happy
275.mp3,0.362486,157.505277,3.024238,-0.043328,109.670286,0.35197,157.505277,happy
276.mp3,0.231486,157.99572,4.067571,0.227195,959.038764,0.352671,157.99572,peace
278.mp3,0.342416,120.561643,2.623972,0.180559,139.76286,0.428545,120.561643,sad
279.mp3,0.186163,111.262076,2.133808,0.068501,159.679798,0.298721,111.262076,sad
280.mp3,0.292896,69.909252,2.401601,0.125776,587.655469,0.510503,69.909252,sad
281.mp3,0.234023,125.957912,3.068712,0.025531,130.626114,0.174625,125.957912,happy
282.mp3,0.177389,173.044823,2.001334,-0.248961,413.357382,0.311908,173.044823,sad
284.mp3,0.358338,163.402732,2.356079,0.263015,98.259953,0.231328,163.402732,angry
285.mp3,0.241343,117.634183,0.933956,0.091617,279.697358,0.195493,117.634183,angry
286.mp3,0.217244,115.037674,3.445976,0.005175,156.978063,0.419292,115.037674,happy
288.mp3,0.497184,93.653187,3.824772,-0.079466,103.897495,0.375499,93.653187,angry
289.mp3,0.212272,153.549452,1.889309,0.30148,156.521393,0.229021,153.549452,happy
290.mp3,0.105822,130.016613,4.66978,-0.0312,97.699891,0.267482,130.016613,angry
292.mp3,0.649326,187.383086,4.601022,-0.146236,259.15058,0.455816,187.383086,happy
293.mp3,0.432534,95.139988,3.156257,-0.154539,82.409435,0.437948,95.139988,peace
294.mp3,0.250207,105.461594,3.511892,0.209009,195.412177,0.296929,105.461594,happy
296.mp3,0.193597,170.50543,1.712253,0.018518,104.013936,0.343056,170.50543,happy
297.mp3,0.407321,134.937217,2.690683,0.234378,78.315634,0.077681,134.937217,sad
298.mp3,0.288436,142.505772,2.178262,0.049602,82.90458,0.183106,142.505772,angry
299.mp3,0.491219,108.753293,3.179898,-0.088935,119.25268,0.213568,108.753293,sad
300.mp3,0.287634,104.668067,2.556124,-0.013832,332.020627,0.543035,104.668067,happy
301.mp3,0.294712,164.01714,1.8008,-0.12355,827.295477,0.239843,164.01714,sad
302.mp3,0.312143,132.981168,3.245887,0.111557,838.844949,0.278893,132.981168,happy
303.mp3,0.330001,155.731881,4.601022,0.046598,863.004471,0.575103,155.731881,happy
304.mp3,0.098289,162.355637,1.911536,-0.036943,1018.65658,0.180462,162.355637,sad
305.mp3,0.15004,131.345958,1.378084,0.169922,756.365593,0.344782,131.345958,happy
306.mp3,0.381765,104.939484,4.289842,0.257301,258.758051,0.357962,104.939484,happy
307.mp3,0.113818,119.73143,3.869246,0.172907,98.121682,0.318685,119.73143,happy
308.mp3,0.421364,104.662136,2.824105,-0.122597,110.684764,0.407469,104.662136,angry
309.mp3,0.340781,110.014997,3.734163,-0.287724,83.421286,0.370638,110.014997,happy
310.mp3,0.274308,170.549713,2.044899,0.156398,234.921505,0.191491,170.549713,sad
311.mp3,0.210042,145.012932,1.889309,-0.063137,97.979156,0.300424,145.012932,happy
312.mp3,0.273524,116.827051,1.467645,0.157839,246.105942,0.316817,116.827051,angry
313.mp3,0.414842,104.948186,2.868579,-0.133062,97.804811,0.161207,104.948186,angry
314.mp3,0.457158,147.113068,4.558595,0.081622,219.037323,0.303472,147.113068,happy
376.mp3,0.511106,128.907423,3.356301,0.159478,82.826228,0.515107,128.907423,happy
378.mp3,0.350045,120.114588,2.11158,0.023509,103.935198,0.316213,120.114588,happy
379.mp3,0.205757,100.446847,1.444766,-0.159131,110.046905,0.575188,100.446847,happy
380.mp3,0.658984,100.187748,4.136091,-0.120494,77.842137,0.306053,100.187748,sad
381.mp3,0.593192,101.12073,2.423838,0.054001,77.47232,0.270195,101.12073,happy
383.mp3,0.558426,107.923313,3.357048,-0.127394,961.008901,0.30424,107.923313,happy
384.mp3,0.646124,112.722941,4.62325,-0.085475,87.154343,0.411656,112.722941,sad
386.mp3,0.5519,108.626709,2.779013,0.225577,97.81238,0.485566,108.626709,sad
387.mp3,0.348262,129.928219,2.133808,-0.005182,272.815601,0.606363,129.928219,happy
390.mp3,0.485255,101.521439,3.491216,-0.007569,1058.432815,0.356756,101.521439,sad
391.mp3,0.48021,129.923349,3.578573,0.132451,494.527932,0.458091,129.923349,happy
392.mp3,0.174839,74.160439,1.466993,-0.280973,98.405207,0.396896,74.160439,happy
393.mp3,0.436544,134.495952,3.468979,0.259809,432.943259,0.153519,134.495952,angry
395.mp3,0.43842,173.320281,2.668446,-0.149713,97.87141,0.241017,173.320281,happy
397.mp3,0.43324,159.094884,3.624639,-0.032083,895.624541,0.327583,159.094884,happy
399.mp3,0.558022,124.969784,2.689487,-0.180726,949.382524,0.296433,124.969784,happy
400.mp3,0.280599,174.282551,2.134757,-0.004875,1177.847751,0.427316,174.282551,happy
401.mp3,0.421213,117.698059,2.714731,-0.061792,83.114155,0.331912,117.698059,angry
402.mp3,0.460451,124.866894,1.778173,0.072309,1171.491359,0.309516,124.866894,happy
403.mp3,0.262017,126.486168,2.000445,0.005945,103.209243,0.230718,126.486168,happy
404.mp3,0.451005,125.982952,4.334297,0.064417,1176.932782,0.524895,125.982952,angry
405.mp3,0.42973,129.480367,3.711936,-0.109162,87.010665,0.406354,129.480367,happy
406.mp3,0.294923,89.08112,5.24561,0.00499,1110.32316,0.247523,89.08112,happy
407.mp3,0.491774,111.649235,3.378529,-0.049122,869.028747,0.235657,111.649235,happy
408.mp3,0.758944,119.968063,3.845299,0.065839,101.286994,0.439746,119.968063,sad
410.mp3,0.124987,160.304289,1.844854,-0.111227,77.860811,0.340578,160.304289,happy
415.mp3,0.590957,139.980316,4.047143,-0.043059,1152.197952,0.457499,139.980316,sad
416.mp3,0.60105,127.200312,3.178484,-0.063759,93.493424,0.195886,127.200312,happy
419.mp3,0.158582,79.597908,1.533674,0.045238,563.572463,0.410667,79.597908,happy
420.mp3,0.291598,175.280769,3.889753,0.108751,518.244421,0.367627,175.280769,sad
422.mp3,0.11404,187.63085,0.400089,-0.125705,258.023597,0.33009,187.63085,angry
423.mp3,1.059521,116.15052,5.156701,0.137265,77.66614,0.31777,116.15052,sad
425.mp3,0.403276,120.111269,3.400756,0.143761,82.108213,0.427717,120.111269,peace
426.mp3,0.532715,119.600873,3.245166,-0.066551,603.013309,0.405724,119.600873,happy
427.mp3,0.42924,126.891701,4.603069,-0.0004,813.155656,0.498845,126.891701,happy
428.mp3,0.371341,115.69321,3.400756,-0.160611,675.44754,0.246906,115.69321,happy
429.mp3,0.12461,173.824552,2.622805,0.286339,204.372882,0.617021,173.824552,happy
430.mp3,0.485029,129.266679,2.201468,0.074286,1183.853295,0.474811,129.266679,sad
431.mp3,0.503151,144.211858,2.33489,-0.168068,77.911943,0.399489,144.211858,peace
432.mp3,0.53728,106.013028,4.247276,-0.105064,77.516868,0.505725,106.013028,happy
435.mp3,0.484083,182.298083,3.541992,-0.073683,82.468894,0.422532,182.298083,happy
436.mp3,0.426462,178.425951,2.867304,-0.104903,103.039804,0.369765,178.425951,happy
437.mp3,0.337076,163.464461,3.200711,-0.041321,98.066505,0.620589,163.464461,angry
440.mp3,0.617666,172.859853,2.911758,0.185276,94.520306,0.497502,172.859853,peace
441.mp3,0.267871,113.680092,5.025573,0.076698,423.539284,0.313089,113.680092,happy
442.mp3,0.398794,68.441271,1.268076,0.06196,1339.566272,0.374243,68.441271,peace
444.mp3,0.202441,122.496034,0.622637,-0.002851,353.712321,0.171477,122.496034,sad
445.mp3,0.263483,156.697905,1.089131,0.101211,435.731717,0.066052,156.697905,sad
448.mp3,0.527641,104.994045,4.692017,0.05861,631.700474,0.342214,104.994045,sad
449.mp3,0.032866,125.659023,0.889482,0.091516,258.043236,0.439706,125.659023,happy
501.mp3,0.144125,54.98382,5.290064,-0.027595,98.067481,0.254501,54.98382,angry
502.mp3,0.330544,118.969869,2.090282,0.068971,689.063173,0.224366,118.969869,sad
503.mp3,0.486203,130.217756,3.356301,0.078743,92.444697,0.349378,130.217756,happy
504.mp3,0.131805,144.160768,2.911758,-0.089924,231.276495,0.258699,144.160768,happy
506.mp3,0.517923,71.305725,3.245166,0.156303,371.255733,0.553475,71.305725,peace
507.mp3,0.236684,104.260832,2.535023,0.117563,1186.120797,0.080969,104.260832,sad
512.mp3,0.081238,106.226318,1.867082,0.142776,369.105863,0.187297,106.226318,happy
513.mp3,0.115183,90.538997,1.422855,0.023258,804.530284,0.370827,90.538997,angry
514.mp3,0.354248,108.206907,3.400756,0.191194,98.202133,0.39572,108.206907,sad
515.mp3,0.106925,116.774057,1.533674,-0.103641,281.361566,0.155964,116.774057,angry
518.mp3,0.193015,185.453847,3.022894,-0.213294,148.446446,0.491313,185.453847,sad
519.mp3,0.911885,139.462375,4.045343,0.250565,830.927908,0.490676,139.462375,sad
520.mp3,0.295863,119.750853,2.044899,0.001832,109.975503,0.215338,119.750853,happy
521.mp3,0.141558,176.518784,3.002001,-0.135407,194.912432,0.279021,176.518784,sad
522.mp3,0.209884,121.116603,1.622583,0.112678,818.429776,0.27102,121.116603,sad
523.mp3,0.46116,109.817666,2.356079,-0.075364,82.655591,0.236587,109.817666,sad
524.mp3,0.202407,101.303346,2.757394,-0.169238,88.456694,0.598732,101.303346,happy
525.mp3,0.193618,163.245899,0.889482,0.013653,204.736819,0.141839,163.245899,angry
527.mp3,0.201146,177.752609,1.689264,0.002672,216.858379,0.2719,177.752609,happy
529.mp3,0.258187,101.856691,4.158328,0.031582,174.711317,0.297174,101.856691,angry
530.mp3,0.282724,107.82068,2.468312,0.325114,122.589599,0.523432,107.82068,happy
535.mp3,0.268747,103.96337,3.713587,0.094692,98.532201,0.503982,103.96337,sad
536.mp3,0.298497,95.455797,0.867245,-0.056714,218.542385,0.312968,95.455797,happy
537.mp3,0.158713,157.650595,3.824772,-0.098005,239.300596,0.615824,157.650595,sad
540.mp3,0.269764,127.13453,3.357794,-0.064281,100.013952,0.15016,127.13453,peace
544.mp3,0.430425,185.388867,2.668446,-0.025316,1063.562986,0.374065,185.388867,sad
547.mp3,0.220635,107.539334,2.000445,-0.147448,256.025234,0.11343,107.539334,peace
550.mp3,0.262398,175.273634,3.022894,0.108207,109.956178,0.272266,175.273634,sad
551.mp3,0.144978,171.211156,1.755946,-0.139312,459.777878,0.270845,171.211156,angry
554.mp3,0.112446,122.210571,3.156257,0.156154,208.031636,0.584833,122.210571,sad
555.mp3,0.776954,103.552153,2.97844,-0.075078,838.49549,0.394893,103.552153,angry
556.mp3,0.228647,84.812874,1.578128,0.247904,957.004417,0.209515,84.812874,happy
558.mp3,0.230308,65.041813,1.111358,0.201249,255.811376,0.276479,65.041813,happy
560.mp3,0.184628,160.655954,0.755723,0.195247,99.303607,0.347947,160.655954,sad
561.mp3,0.212514,181.491239,3.646876,0.034494,86.560951,0.411024,181.491239,angry
564.mp3,0.508983,128.214148,4.62325,0.073812,899.924251,0.216837,128.214148,happy
565.mp3,0.196833,160.273851,3.067348,-0.08472,122.58598,0.40205,160.273851,peace
568.mp3,0.174871,123.776249,3.09095,-0.004958,78.06053,0.346733,123.776249,sad
574.mp3,0.282462,153.068239,2.645032,0.062258,476.0538,0.28808,153.068239,peace
577.mp3,0.138936,129.909306,1.156326,0.182385,98.193703,0.269904,129.909306,angry
579.mp3,0.223152,84.025193,7.160329,-0.159794,91.981916,0.439907,84.025193,happy
580.mp3,0.090108,109.578405,0.488998,0.143952,288.576466,0.055714,109.578405,sad
581.mp3,0.439982,120.471397,3.978662,0.033796,137.238487,0.32035,120.471397,angry
582.mp3,0.333745,78.830148,1.645541,-0.208771,983.2498,0.311852,78.830148,happy
584.mp3,0.155369,150.874096,1.000222,0.06124,465.680818,0.462874,150.874096,angry
585.mp3,0.457538,117.577123,2.400533,-0.183783,98.69421,0.336113,117.577123,sad
586.mp3,0.165429,107.309861,4.400978,0.194407,110.692251,0.421047,107.309861,sad
591.mp3,0.32217,168.580609,3.758061,0.051114,164.048188,0.194123,168.580609,happy
592.mp3,0.226653,129.681047,2.133808,-0.053568,745.022223,0.488287,129.681047,happy
628.mp3,0.322572,119.884955,4.489887,0.169417,92.040975,0.410651,119.884955,happy
629.mp3,0.495009,135.847482,4.136091,0.147081,78.107343,0.302839,135.847482,happy
631.mp3,0.548815,135.83266,4.445432,-0.090866,995.556333,0.496361,135.83266,happy
632.mp3,0.450426,141.569659,3.69135,-0.18379,104.750491,0.320815,141.569659,peace
634.mp3,0.132775,147.905697,2.82285,-0.022531,86.702392,0.286914,147.905697,angry
635.mp3,0.417549,152.979435,4.074816,0.117184,959.427357,0.349309,152.979435,angry
637.mp3,0.185467,140.673206,0.866859,-0.008085,884.193296,0.214009,140.673206,happy
638.mp3,0.090821,105.490798,0.866859,0.226186,489.711058,0.202955,105.490798,sad
639.mp3,0.291295,179.032785,3.291083,-0.053553,83.384842,0.255705,179.032785,sad
640.mp3,0.427685,101.991903,4.289842,0.133976,644.898617,0.271344,101.991903,happy
643.mp3,0.260452,126.692024,1.134089,-0.163311,339.072383,0.520083,126.692024,happy
644.mp3,0.177714,100.622464,4.423205,-0.06383,77.548548,0.421472,100.622464,sad
645.mp3,0.276828,186.125193,3.402268,-0.186355,165.419492,0.239623,186.125193,angry
646.mp3,0.34041,135.833838,1.466993,-0.119512,98.487819,0.142758,135.833838,happy
647.mp3,0.317196,172.202674,1.600356,-0.14275,92.545527,0.403801,172.202674,angry
648.mp3,0.298665,100.813679,3.578573,-0.075467,642.996713,0.431521,100.813679,angry
650.mp3,0.35125,118.724806,3.157661,-0.055258,370.848228,0.337525,118.724806,happy
651.mp3,0.298725,133.565218,3.934208,0.049901,846.525082,0.349268,133.565218,happy
652.mp3,0.331953,148.81856,3.335557,0.143994,624.75213,0.258443,148.81856,peace
653.mp3,0.592898,126.006235,4.469646,-0.045961,891.459504,0.314924,126.006235,happy
654.mp3,0.4136,120.528752,3.156257,-0.12929,122.77564,0.423881,120.528752,sad
655.mp3,0.372677,108.099917,3.758061,-0.156856,101.516073,0.341826,108.099917,happy
656.mp3,0.082183,106.366258,0.733496,-0.033384,407.052586,0.130666,106.366258,happy
657.mp3,0.387012,124.953536,2.489442,0.051434,77.909815,0.199059,124.953536,sad
658.mp3,0.210904,110.428004,3.246609,-0.173752,104.754525,0.423794,110.428004,happy
660.mp3,0.136818,140.107672,2.044899,-0.22864,218.299488,0.31975,140.107672,angry
661.mp3,0.022151,55.67984,0.088909,0.087515,786.715347,0.58207,55.67984,sad
662.mp3,0.274769,182.251239,3.089575,-0.105309,891.01882,0.373097,182.251239,sad
663.mp3,0.244896,160.782438,2.444988,-0.011563,93.047688,0.145309,160.782438,peace
664.mp3,0.618036,72.879842,4.889976,-0.274656,77.976803,0.362378,72.879842,sad
665.mp3,0.312795,116.325561,4.200934,0.116639,858.416106,0.492646,116.325561,happy
666.mp3,0.229441,96.840778,4.091617,-0.080232,1170.458821,0.376926,96.840778,happy
667.mp3,0.139216,104.819138,1.244721,-0.030391,104.249795,0.144828,104.819138,happy
668.mp3,0.405328,81.08693,1.623304,0.068474,88.05997,0.457374,81.08693,sad
671.mp3,0.117261,115.705399,1.689264,0.11509,849.288389,0.081495,115.705399,angry
672.mp3,0.218926,101.008879,2.846342,-0.014379,82.393545,0.310621,101.008879,sad
673.mp3,0.418658,101.844632,2.979764,-0.088964,109.523889,0.353189,101.844632,angry
674.mp3,0.335693,108.479729,3.758061,0.056021,700.67071,0.495134,108.479729,happy
675.mp3,0.216629,117.158412,3.424505,0.051328,130.014992,0.518635,117.158412,happy
676.mp3,0.316087,158.515051,3.75639,-0.044406,979.641262,0.380094,158.515051,happy
677.mp3,0.526527,119.333034,4.446421,0.10572,1030.630089,0.328548,119.333034,happy
681.mp3,0.322852,136.414312,3.246609,-0.101656,1382.33338,0.392533,136.414312,happy
682.mp3,0.263858,155.915874,3.267393,0.047345,836.790338,0.439518,155.915874,angry
684.mp3,0.382672,101.263842,3.291083,0.04927,111.024728,0.380529,101.263842,angry
685.mp3,0.080752,83.325357,2.71292,-0.069781,598.076369,0.284563,83.325357,sad
686.mp3,0.185744,110.313048,1.511447,-0.047256,97.631105,0.184154,110.313048,sad
687.mp3,0.297987,133.374216,4.356524,0.046131,820.99,0.297196,133.374216,angry
688.mp3,0.32585,134.460423,3.400756,-0.165681,262.184883,0.354434,134.460423,happy
689.mp3,0.466069,138.569202,4.578795,-0.359928,516.103645,0.400145,138.569202,angry
690.mp3,0.170416,149.941765,0.600133,-0.043984,375.302535,0.134741,149.941765,sad
756.mp3,0.43227,80.149749,4.089798,-0.167374,769.793945,0.486961,80.149749,sad
757.mp3,0.348733,111.78945,1.823438,0.294403,376.923729,0.282535,111.78945,happy
758.mp3,0.532667,99.822634,4.200934,-0.076722,927.431434,0.165836,99.822634,happy
759.mp3,0.632869,154.718679,4.490885,0.187556,82.760457,0.484415,154.718679,happy
763.mp3,0.332375,73.502791,2.490549,-0.22579,98.379194,0.294512,73.502791,happy
764.mp3,0.44754,172.329672,4.467659,0.09189,876.858178,0.292368,172.329672,angry
767.mp3,0.149443,119.919221,1.844854,-0.009845,185.357352,0.496353,119.919221,happy
769.mp3,0.401306,114.040545,2.93529,0.109255,584.914173,0.272256,114.040545,happy
773.mp3,0.258002,108.824808,3.067348,0.190155,87.965073,0.486616,108.824808,peace
775.mp3,0.328764,99.717359,1.845675,-0.103655,1208.10189,0.638532,99.717359,angry
776.mp3,0.204576,102.444758,3.467437,0.275487,147.081102,0.434422,102.444758,sad
777.mp3,0.601317,103.899983,3.800845,0.09256,932.242975,0.275551,103.899983,angry
779.mp3,0.416527,130.49151,3.045121,-0.181766,86.527474,0.540638,130.49151,happy
